No.,Review_Text,Sentiment_Label,review_length,tokens,Cleaned_review
3180001,based horrible ch chip aware adapter based infamous winchiphead ch chipset sometimes described worst usbserial chip world work mac os x works poorly operating systems going throw mine trash buy something different,0,32,"['based', 'horrible', 'ch', 'chip', 'aware', 'adapter', 'based', 'infamous', 'winchiphead', 'ch', 'chipset', 'sometimes', 'described', 'worst', 'usbserial', 'chip', 'world', 'work', 'mac', 'o', 'x', 'work', 'poorly', 'operating', 'system', 'going', 'throw', 'mine', 'trash', 'buy', 'something', 'different']",based horrible ch chip aware adapter based infamous winchiphead ch chipset sometimes described worst usbserial chip world work mac o x work poorly operating system going throw mine trash buy something different
3190001,tawdry cheap utterly worth time youre looking learn sting book reads like cheap tabloid story quoting anonymous sources wild accusations downright mean subject also stings former bandmates police stewart copeland andy summers sting may share skeletons closet doubt lived wild life little book lead actually believe stories clarkson tells reading book also left feeling vaguely uneasy embarassed taking part spreading giggling naughty meanspirited gossip like teenage girls schoolyard juvenile recommended,0,70,"['tawdry', 'cheap', 'utterly', 'worth', 'time', 'youre', 'looking', 'learn', 'sting', 'book', 'read', 'like', 'cheap', 'tabloid', 'story', 'quoting', 'anonymous', 'source', 'wild', 'accusation', 'downright', 'mean', 'subject', 'also', 'sting', 'former', 'bandmates', 'police', 'stewart', 'copeland', 'andy', 'summer', 'sting', 'may', 'share', 'skeleton', 'closet', 'doubt', 'lived', 'wild', 'life', 'little', 'book', 'lead', 'actually', 'believe', 'story', 'clarkson', 'tell', 'reading', 'book', 'also', 'left', 'feeling', 'vaguely', 'uneasy', 'embarassed', 'taking', 'part', 'spreading', 'giggling', 'naughty', 'meanspirited', 'gossip', 'like', 'teenage', 'girl', 'schoolyard', 'juvenile', 'recommended']",tawdry cheap utterly worth time youre looking learn sting book read like cheap tabloid story quoting anonymous source wild accusation downright mean subject also sting former bandmates police stewart copeland andy summer sting may share skeleton closet doubt lived wild life little book lead actually believe story clarkson tell reading book also left feeling vaguely uneasy embarassed taking part spreading giggling naughty meanspirited gossip like teenage girl schoolyard juvenile recommended
3200001,disappointed purchased cd based fivestar reviews didnt find calming fact found music annoying didnt enough patience listen whole thing much happier richard kaplan cd ordered time anyway think moment ill stick arvo paert feel need calm,0,36,"['disappointed', 'purchased', 'cd', 'based', 'fivestar', 'review', 'didnt', 'find', 'calming', 'fact', 'found', 'music', 'annoying', 'didnt', 'enough', 'patience', 'listen', 'whole', 'thing', 'much', 'happier', 'richard', 'kaplan', 'cd', 'ordered', 'time', 'anyway', 'think', 'moment', 'ill', 'stick', 'arvo', 'paert', 'feel', 'need', 'calm']",disappointed purchased cd based fivestar review didnt find calming fact found music annoying didnt enough patience listen whole thing much happier richard kaplan cd ordered time anyway think moment ill stick arvo paert feel need calm
3210001,great anime series fresh really entertaining owned series dvd purchased bluray release well good story character development awesome action highly recommended,1,21,"['great', 'anime', 'series', 'fresh', 'really', 'entertaining', 'owned', 'series', 'dvd', 'purchased', 'bluray', 'release', 'well', 'good', 'story', 'character', 'development', 'awesome', 'action', 'highly', 'recommended']",great anime series fresh really entertaining owned series dvd purchased bluray release well good story character development awesome action highly recommended
3220001,pagan born heard inkubus sukkubus search pagan videos youtube listened many tracks could could hold back bought album every track album speaks ways havent done write review listening favorite tracks pagan born burning times church madness blessed,1,37,"['pagan', 'born', 'heard', 'inkubus', 'sukkubus', 'search', 'pagan', 'video', 'youtube', 'listened', 'many', 'track', 'could', 'could', 'hold', 'back', 'bought', 'album', 'every', 'track', 'album', 'speaks', 'way', 'havent', 'done', 'write', 'review', 'listening', 'favorite', 'track', 'pagan', 'born', 'burning', 'time', 'church', 'madness', 'blessed']",pagan born heard inkubus sukkubus search pagan video youtube listened many track could could hold back bought album every track album speaks way havent done write review listening favorite track pagan born burning time church madness blessed
3230001,dissappointed power goes backup battery runs unit shuts restart power comes back leaves everything plugged also without power return reset unit makes pretty useless backup device around turn back,0,29,"['dissappointed', 'power', 'go', 'backup', 'battery', 'run', 'unit', 'shuts', 'restart', 'power', 'come', 'back', 'leaf', 'everything', 'plugged', 'also', 'without', 'power', 'return', 'reset', 'unit', 'make', 'pretty', 'useless', 'backup', 'device', 'around', 'turn', 'back']",dissappointed power go backup battery run unit shuts restart power come back leaf everything plugged also without power return reset unit make pretty useless backup device around turn back
3240001,pleasant surprise book short point adequate number characters easily remembered showed quite bit story fun maybe yelena dark yelena told story past without whining went book quite quickly enjoyed look forward second book,1,33,"['pleasant', 'surprise', 'book', 'short', 'point', 'adequate', 'number', 'character', 'easily', 'remembered', 'showed', 'quite', 'bit', 'story', 'fun', 'maybe', 'yelena', 'dark', 'yelena', 'told', 'story', 'past', 'without', 'whining', 'went', 'book', 'quite', 'quickly', 'enjoyed', 'look', 'forward', 'second', 'book']",pleasant surprise book short point adequate number character easily remembered showed quite bit story fun maybe yelena dark yelena told story past without whining went book quite quickly enjoyed look forward second book
3250001,uplift seat far seems working well thought would operate little faster guess wouldnt want propel senior citizen chair thing item needs remote control device lever used operate seat seems delicate,1,30,"['uplift', 'seat', 'far', 'seems', 'working', 'well', 'thought', 'would', 'operate', 'little', 'faster', 'guess', 'wouldnt', 'want', 'propel', 'senior', 'citizen', 'chair', 'thing', 'item', 'need', 'remote', 'control', 'device', 'lever', 'used', 'operate', 'seat', 'seems', 'delicate']",uplift seat far seems working well thought would operate little faster guess wouldnt want propel senior citizen chair thing item need remote control device lever used operate seat seems delicate
3260001,easy listening piano saw web brian culbertson going perform earl klugh weekend jazz colorodo springs great respect earl klugh finding exceptional young talent since able go year wanted hear culbertson piano abilities excellent expecting would singing cd distracted looking background music want background music choose another cd well worth listening play piano dont mind little singing mixed cd excellent,1,59,"['easy', 'listening', 'piano', 'saw', 'web', 'brian', 'culbertson', 'going', 'perform', 'earl', 'klugh', 'weekend', 'jazz', 'colorodo', 'spring', 'great', 'respect', 'earl', 'klugh', 'finding', 'exceptional', 'young', 'talent', 'since', 'able', 'go', 'year', 'wanted', 'hear', 'culbertson', 'piano', 'ability', 'excellent', 'expecting', 'would', 'singing', 'cd', 'distracted', 'looking', 'background', 'music', 'want', 'background', 'music', 'choose', 'another', 'cd', 'well', 'worth', 'listening', 'play', 'piano', 'dont', 'mind', 'little', 'singing', 'mixed', 'cd', 'excellent']",easy listening piano saw web brian culbertson going perform earl klugh weekend jazz colorodo spring great respect earl klugh finding exceptional young talent since able go year wanted hear culbertson piano ability excellent expecting would singing cd distracted looking background music want background music choose another cd well worth listening play piano dont mind little singing mixed cd excellent
3270001,insert wii far using memory card gamecube great used wii system corrupts lose years hard earned save data found hard way use memory card wii memory card gets rating used gamecube negative million rating used wii hope helps someone misfortune,0,40,"['insert', 'wii', 'far', 'using', 'memory', 'card', 'gamecube', 'great', 'used', 'wii', 'system', 'corrupts', 'lose', 'year', 'hard', 'earned', 'save', 'data', 'found', 'hard', 'way', 'use', 'memory', 'card', 'wii', 'memory', 'card', 'get', 'rating', 'used', 'gamecube', 'negative', 'million', 'rating', 'used', 'wii', 'hope', 'help', 'someone', 'misfortune']",insert wii far using memory card gamecube great used wii system corrupts lose year hard earned save data found hard way use memory card wii memory card get rating used gamecube negative million rating used wii hope help someone misfortune
3280001,love game truly enjoyed watching seasons commercial free love game cannot wait unitl january season definitely worth money,1,17,"['love', 'game', 'truly', 'enjoyed', 'watching', 'season', 'commercial', 'free', 'love', 'game', 'wait', 'unitl', 'january', 'season', 'definitely', 'worth', 'money']",love game truly enjoyed watching season commercial free love game wait unitl january season definitely worth money
3290001,plantronics gamecom x plantronics gamecom x received microphoneheadset quickly lives star reviews good clear sound mic works well doubt many products could compare item,1,24,"['plantronics', 'gamecom', 'x', 'plantronics', 'gamecom', 'x', 'received', 'microphoneheadset', 'quickly', 'life', 'star', 'review', 'good', 'clear', 'sound', 'mic', 'work', 'well', 'doubt', 'many', 'product', 'could', 'compare', 'item']",plantronics gamecom x plantronics gamecom x received microphoneheadset quickly life star review good clear sound mic work well doubt many product could compare item
3300001,small doesnt stay got xsmall says poundsfor pound chihuahua dosent fit small slides right cant even duct tape sweater get stay like u disposable bc heavy,0,26,"['small', 'doesnt', 'stay', 'got', 'xsmall', 'say', 'poundsfor', 'pound', 'chihuahua', 'dosent', 'fit', 'small', 'slide', 'right', 'cant', 'even', 'duct', 'tape', 'sweater', 'get', 'stay', 'like', 'u', 'disposable', 'bc', 'heavy']",small doesnt stay got xsmall say poundsfor pound chihuahua dosent fit small slide right cant even duct tape sweater get stay like u disposable bc heavy
